Invoice,StockCode,Description,Category,Quantity,InvoiceDate,Price,Discount,ShippingCost,CustomerID,Country,AcquisitionChannel,RevenueNet
INV530950,GFT012,Premium hamper box,Packaging,9,2025-09-14 14:02:33,20.48,0.1,5.67,10307.0,Switzerland,Email,171.56
INV530950,GFT003,Handmade greeting card,Stationery,10,2025-09-14 14:02:33,1.88,0.05,2.68,10307.0,Switzerland,Ads,20.54
INV530950,GFT011,Wooden ornament,Seasonal,3,2025-09-14 14:02:33,3.53,0.15,4.11,10307.0,Switzerland,Email,13.11
INV530191,GFT014,Desk calendar,Stationery,10,2025-09-14 16:45:28,10.67,0.0,7.26,10686.0,Spain,Email,113.96
INV530191,GFT019,Porcelain plate,Kitchen,7,2025-09-14 16:45:28,10.59,0.0,2.5,10686.0,Spain,Organic,76.63
INV530191,GFT015,Mini plant pot,Home decor,9,2025-09-14 16:45:28,7.43,0.1,5.96,10686.0,Spain,Ads,66.14
INV530191,GFT009,Decorative pillow cover,Home decor,9,2025-09-14 16:45:28,10.42,0.0,1.52,10686.0,Spain,Ads,95.3
INV530191,GFT016,Kitchen apron,Kitchen,6,2025-09-14 16:45:28,14.79,0.0,5.11,10686.0,Spain,Organic,93.85
INV530275,GFT007,Aroma diffuser,Home fragrance,5,2025-09-15 00:29:57,17.3,0.0,3.33,10341.0,Norway,Organic,89.83
INV530275,GFT015,Mini plant pot,Home decor,5,2025-09-15 00:29:57,6.21,0.15,2.35,10341.0,Norway,Organic,28.74
INV530378,GFT009,Decorative pillow cover,Home decor,9,2025-09-16 08:46:05,10.08,0.0,4.76,10694.0,Netherlands,Organic,95.48
INV530636,GFT016,Kitchen apron,Kitchen,5,2025-09-16 20:01:00,13.79,0.0,4.23,10393.0,United Kingdom,Marketplace,73.18
INV530636,GFT014,Desk calendar,Stationery,12,2025-09-16 20:01:00,10.95,0.05,4.83,10393.0,United Kingdom,Organic,129.66
INV530636,GFT017,Ribbon roll,Packaging,8,2025-09-16 20:01:00,2.56,0.0,4.5,10393.0,United Kingdom,Email,24.98
INV530335,GFT014,Desk calendar,Stationery,10,2025-09-16 20:13:56,13.62,0.0,5.7,10019.0,United Kingdom,Marketplace,141.9
INV531282,GFT020,Room spray lavender,Home fragrance,7,2025-09-17 11:15:16,7.81,0.0,5.55,10726.0,EIRE,Email,60.22
INV531282,GFT004,Vintage photo frame,Home decor,16,2025-09-17 11:15:16,11.19,0.2,4.33,10726.0,EIRE,Ads,147.56
INV531282,GFT013,Scented wax melts,Home fragrance,10,2025-09-17 11:15:16,4.95,0.0,4.76,10726.0,EIRE,Referral,54.26
INV531393,GFT015,Mini plant pot,Home decor,7,2025-09-17 19:11:07,7.22,0.0,6.82,10075.0,United Kingdom,Organic,57.36
INV530509,GFT004,Vintage photo frame,Home decor,7,2025-09-18 03:24:12,11.07,0.0,3.32,10093.0,United Kingdom,Marketplace,80.81
INV530509,GFT002,Ceramic mug floral,Kitchen,7,2025-09-18 03:24:12,5.29,0.0,5.66,10093.0,United Kingdom,Marketplace,42.69
INV530509,GFT014,Desk calendar,Stationery,10,2025-09-18 03:24:12,9.92,0.05,4.08,10093.0,United Kingdom,Email,98.32
INV530509,GFT010,Glass storage jar,Kitchen,13,2025-09-18 03:24:12,9.31,0.1,6.25,10093.0,United Kingdom,Organic,115.18
INV530509,GFT015,Mini plant pot,Home decor,10,2025-09-18 03:24:12,7.13,0.0,5.11,10093.0,United Kingdom,Ads,76.41
INV530813,GFT012,Premium hamper box,Packaging,7,2025-09-19 02:39:58,19.35,0.0,4.77,10174.0,United Kingdom,Organic,140.22
INV530813,GFT016,Kitchen apron,Kitchen,14,2025-09-19 02:39:58,13.03,0.0,4.24,10174.0,United Kingdom,Marketplace,186.66
INV530813,GFT006,Gift bag medium,Packaging,5,2025-09-19 02:39:58,0.96,0.05,5.53,10174.0,United Kingdom,Ads,10.09
INV530813,GFT011,Wooden ornament,Seasonal,9,2025-09-19 02:39:58,3.5,0.05,4.35,,United Kingdom,Organic,34.27
INV530813,GFT010,Glass storage jar,Kitchen,5,2025-09-19 02:39:58,8.22,0.05,3.68,10174.0,United Kingdom,Marketplace,42.73
INV530874,GFT003,Handmade greeting card,Stationery,7,2025-09-19 08:32:57,2.06,0.0,4.6,10360.0,Germany,Ads,19.02
INV530874,GFT020,Room spray lavender,Home fragrance,8,2025-09-19 08:32:57,6.53,0.0,3.74,10360.0,Germany,Ads,55.98
INV530874,GFT012,Premium hamper box,Packaging,-4,2025-09-19 08:32:57,19.45,0.1,2.98,10360.0,Germany,Email,-67.04
INV530874,GFT008,Notebook botanical,Stationery,9,2025-09-19 08:32:57,6.06,0.0,2.91,10360.0,Germany,Organic,57.45
INV530874,GFT017,Ribbon roll,Packaging,11,2025-09-19 08:32:57,1.91,0.0,5.31,10360.0,Germany,Ads,26.32
INV530820,GFT002,Ceramic mug floral,Kitchen,6,2025-09-19 23:06:30,5.89,0.0,3.28,10417.0,EIRE,Ads,38.62
INV530820,GFT008,Notebook botanical,Stationery,-5,2025-09-19 23:06:30,5.72,0.0,4.38,10417.0,EIRE,Ads,-24.22
INV530380,GFT007,Aroma diffuser,Home fragrance,7,2025-09-20 12:52:56,21.2,0.0,5.98,10542.0,France,Ads,154.38
INV530380,GFT012,Premium hamper box,Packaging,3,2025-09-20 12:52:56,23.38,0.0,6.92,10542.0,France,Organic,77.06
INV530313,GFT012,Premium hamper box,Packaging,8,2025-09-20 21:22:10,18.28,0.2,6.38,10356.0,Spain,Email,123.37
INV530313,GFT002,Ceramic mug floral,Kitchen,-2,2025-09-20 21:22:10,5.41,0.15,3.42,10356.0,Spain,Organic,-5.78
INV530313,GFT003,Handmade greeting card,Stationery,6,2025-09-20 21:22:10,16.23,0.0,2.94,10356.0,Spain,Organic,100.32
INV530313,GFT011,Wooden ornament,Seasonal,6,2025-09-20 21:22:10,3.68,0.05,3.78,10356.0,Spain,Email,24.76
INV530463,GFT008,Notebook botanical,Stationery,8,2025-09-20 23:37:41,7.26,0.05,3.1,10756.0,EIRE,Email,58.28
INV531161,GFT001,Decorative candle set,Home decor,11,2025-09-21 01:59:29,7.79,0.15,3.04,10379.0,United Kingdom,Organic,75.88
INV530612,GFT014,Desk calendar,Stationery,6,2025-09-21 07:51:34,11.53,0.05,5.38,10140.0,United Kingdom,Marketplace,71.1
INV530612,GFT015,Mini plant pot,Home decor,5,2025-09-21 07:51:34,7.81,0.0,6.37,10140.0,United Kingdom,Organic,45.42
INV530612,GFT009,Decorative pillow cover,Home decor,7,2025-09-21 07:51:34,9.48,0.0,2.76,10140.0,United Kingdom,Referral,69.12
INV530284,GFT002,Ceramic mug floral,Kitchen,11,2025-09-21 09:05:30,4.46,0.0,2.92,10269.0,United Kingdom,Organic,51.98
INV530345,GFT009,Decorative pillow cover,Home decor,16,2025-09-23 08:36:01,11.66,0.05,2.65,10233.0,United Kingdom,Referral,179.88
INV530345,GFT017,Ribbon roll,Packaging,6,2025-09-23 08:36:01,2.09,0.15,5.83,10233.0,United Kingdom,Ads,16.49
INV530345,GFT015,Mini plant pot,Home decor,4,2025-09-23 08:36:01,5.86,0.0,3.98,10233.0,United Kingdom,Referral,27.42
INV530063,GFT019,Porcelain plate,Kitchen,11,2025-09-23 20:51:42,14.02,0.1,6.39,10490.0,Spain,Email,145.19
INV530063,GFT014,Desk calendar,Stationery,-6,2025-09-23 20:51:42,11.25,0.0,3.64,10490.0,Spain,Email,-63.86
INV530063,GFT018,Holiday light string,Seasonal,7,2025-09-23 20:51:42,12.35,0.0,3.73,10490.0,Spain,Ads,90.18
INV530063,GFT020,Room spray lavender,Home fragrance,10,2025-09-23 20:51:42,6.56,0.0,4.26,10490.0,Spain,Email,69.86
INV530063,GFT001,Decorative candle set,Home decor,7,2025-09-23 20:51:42,9.34,0.0,2.18,10490.0,Spain,Ads,67.56
INV530992,GFT013,Scented wax melts,Home fragrance,9,2025-09-23 23:05:01,5.42,0.05,1.17,10297.0,Germany,Email,47.51
INV530173,GFT015,Mini plant pot,Home decor,10,2025-09-24 04:57:45,6.25,0.0,2.82,10450.0,United Kingdom,Ads,65.32
INV530173,GFT008,Notebook botanical,Stationery,8,2025-09-24 04:57:45,6.47,0.05,2.31,10450.0,United Kingdom,Ads,51.48
INV530504,GFT010,Glass storage jar,Kitchen,7,2025-09-24 10:54:56,8.71,0.05,6.28,10316.0,Netherlands,Email,64.2
INV530504,GFT014,Desk calendar,Stationery,3,2025-09-24 10:54:56,12.12,0.0,4.26,10316.0,Netherlands,Email,40.62
INV530504,GFT005,Tea towel cotton,Kitchen,8,2025-09-24 10:54:56,3.84,0.0,7.1,10316.0,Netherlands,Ads,37.82
INV530504,GFT011,Wooden ornament,Seasonal,10,2025-09-24 10:54:56,4.42,0.1,3.44,10316.0,Netherlands,Ads,43.22
INV530504,GFT016,Kitchen apron,Kitchen,5,2025-09-24 10:54:56,15.03,0.0,4.65,10316.0,Netherlands,Email,79.8
INV531419,GFT003,Handmade greeting card,Stationery,9,2025-09-24 17:41:30,1.94,0.1,2.1,10438.0,United Kingdom,Email,17.81
INV531121,GFT008,Notebook botanical,Stationery,6,2025-09-24 17:49:39,5.07,0.05,5.26,10330.0,United Kingdom,Marketplace,34.16
INV531121,GFT015,Mini plant pot,Home decor,6,2025-09-24 17:49:39,6.82,0.05,3.87,10330.0,United Kingdom,Marketplace,42.74
INV531121,GFT003,Handmade greeting card,Stationery,4,2025-09-24 17:49:39,2.07,0.0,4.85,10330.0,United Kingdom,Organic,13.13
INV530484,GFT008,Notebook botanical,Stationery,9,2025-09-25 10:11:32,6.29,0.0,7.76,10670.0,United Kingdom,Marketplace,64.37
INV530010,GFT020,Room spray lavender,Home fragrance,6,2025-09-26 02:53:07,7.27,0.1,4.79,10580.0,Sweden,Organic,44.05
INV530010,GFT004,Vintage photo frame,Home decor,9,2025-09-26 02:53:07,12.68,0.05,3.49,10580.0,Sweden,Organic,111.9
INV530010,GFT007,Aroma diffuser,Home fragrance,5,2025-09-26 02:53:07,13.64,0.0,4.34,10580.0,Sweden,Marketplace,72.54
INV530010,GFT017,Ribbon roll,Packaging,11,2025-09-26 02:53:07,2.21,0.0,3.1,10580.0,Sweden,Organic,27.41
INV531789,GFT008,Notebook botanical,Stationery,6,2025-09-26 14:09:48,6.74,0.0,3.13,10721.0,France,Ads,43.57
INV530721,GFT002,Ceramic mug floral,Kitchen,8,2025-09-28 03:26:50,5.16,0.1,4.25,10170.0,EIRE,Organic,41.4
INV530721,GFT010,Glass storage jar,Kitchen,8,2025-09-28 03:26:50,7.91,0.05,1.66,10170.0,EIRE,Organic,61.78
INV530721,GFT001,Decorative candle set,Home decor,7,2025-09-28 03:26:50,7.26,0.0,6.03,10170.0,EIRE,Organic,56.85
INV530721,GFT014,Desk calendar,Stationery,12,2025-09-28 03:26:50,9.13,0.0,7.52,10170.0,EIRE,Ads,117.08
INV530205,GFT020,Room spray lavender,Home fragrance,5,2025-09-29 11:43:09,6.67,0.0,6.81,10680.0,United Kingdom,Email,40.16
INV530205,GFT010,Glass storage jar,Kitchen,9,2025-09-29 11:43:09,7.49,0.0,5.18,10680.0,United Kingdom,Email,72.59
INV530205,GFT003,Handmade greeting card,Stationery,9,2025-09-29 11:43:09,2.95,0.0,4.33,10680.0,United Kingdom,Organic,30.88
INV530205,GFT002,Ceramic mug floral,Kitchen,6,2025-09-29 11:43:09,4.14,0.1,4.29,10680.0,United Kingdom,Email,26.65
INV530205,GFT018,Holiday light string,Seasonal,8,2025-09-29 11:43:09,14.06,0.1,2.18,10680.0,United Kingdom,Email,103.41
INV531829,GFT004,Vintage photo frame,Home decor,5,2025-09-29 15:50:38,12.81,0.0,5.37,10127.0,Italy,Organic,69.42
INV531829,GFT007,Aroma diffuser,Home fragrance,9,2025-09-29 15:50:38,17.6,0.0,5.57,10127.0,Italy,Ads,163.97
INV531829,GFT006,Gift bag medium,Packaging,15,2025-09-29 15:50:38,1.21,0.05,3.1,,Italy,Email,20.34
INV531829,GFT011,Wooden ornament,Seasonal,9,2025-09-29 15:50:38,3.24,0.0,6.45,10127.0,Italy,Email,35.61
INV531829,GFT020,Room spray lavender,Home fragrance,8,2025-09-29 15:50:38,8.25,0.1,3.65,10127.0,Italy,Ads,63.05
INV531295,GFT008,Notebook botanical,Stationery,5,2025-09-29 17:40:28,5.81,0.0,4.74,10048.0,EIRE,Organic,33.79
INV531295,GFT011,Wooden ornament,Seasonal,8,2025-09-29 17:40:28,3.37,0.05,8.95,10048.0,EIRE,Organic,34.56
INV531295,GFT019,Porcelain plate,Kitchen,5,2025-09-29 17:40:28,12.01,0.05,3.72,10048.0,EIRE,Organic,60.77
INV531295,GFT002,Ceramic mug floral,Kitchen,8,2025-09-29 17:40:28,5.73,0.1,5.78,10048.0,EIRE,Organic,47.04
INV531295,GFT005,Tea towel cotton,Kitchen,8,2025-09-29 17:40:28,4.39,0.2,5.9,10048.0,EIRE,Organic,34.0
INV530065,GFT008,Notebook botanical,Stationery,3,2025-09-29 23:40:02,6.36,0.15,6.71,10133.0,USA,Organic,22.93
INV530065,GFT020,Room spray lavender,Home fragrance,9,2025-09-29 23:40:02,7.1,0.1,3.44,10133.0,USA,Organic,60.95
INV530065,GFT017,Ribbon roll,Packaging,9,2025-09-29 23:40:02,1.59,0.0,4.16,10133.0,USA,Marketplace,18.47
INV530065,GFT019,Porcelain plate,Kitchen,6,2025-09-29 23:40:02,11.53,0.0,4.58,10133.0,USA,Email,73.76
INV530259,GFT006,Gift bag medium,Packaging,8,2025-09-29 23:57:19,1.25,0.0,5.24,10028.0,United Kingdom,Organic,15.24
INV530259,GFT018,Holiday light string,Seasonal,8,2025-09-29 23:57:19,15.34,0.1,5.04,10028.0,United Kingdom,Organic,115.49
INV530558,GFT012,Premium hamper box,Packaging,14,2025-09-30 02:34:39,20.49,0.05,4.28,10691.0,EIRE,Email,276.8
INV530723,GFT008,Notebook botanical,Stationery,9,2025-09-30 18:11:37,5.79,0.0,5.07,10284.0,United Kingdom,Organic,57.18
INV530723,GFT013,Scented wax melts,Home fragrance,13,2025-09-30 18:11:37,5.43,0.0,3.28,10284.0,United Kingdom,Ads,73.87
INV530723,GFT011,Wooden ornament,Seasonal,7,2025-09-30 18:11:37,3.04,0.0,2.49,10284.0,United Kingdom,Email,23.77
INV530723,GFT010,Glass storage jar,Kitchen,2,2025-09-30 18:11:37,9.62,0.05,5.13,10284.0,United Kingdom,Email,23.41
INV530723,GFT015,Mini plant pot,Home decor,6,2025-09-30 18:11:37,6.88,0.05,3.53,10284.0,United Kingdom,Marketplace,42.75
INV531167,GFT012,Premium hamper box,Packaging,9,2025-10-01 02:30:10,20.63,0.05,2.79,10518.0,Sweden,Email,179.18
INV531167,GFT013,Scented wax melts,Home fragrance,9,2025-10-01 02:30:10,3.87,0.0,3.61,10518.0,Sweden,Referral,38.44
INV531167,GFT004,Vintage photo frame,Home decor,12,2025-10-01 02:30:10,12.88,0.0,2.89,10518.0,Sweden,Marketplace,157.45
INV531167,GFT014,Desk calendar,Stationery,8,2025-10-01 02:30:10,12.17,0.05,2.79,10518.0,Sweden,Email,95.28
INV531167,GFT005,Tea towel cotton,Kitchen,7,2025-10-01 02:30:10,3.54,0.1,4.42,10518.0,Sweden,Marketplace,26.72
INV531456,GFT018,Holiday light string,Seasonal,16,2025-10-01 03:58:13,15.77,0.0,1.78,10063.0,United Kingdom,Ads,254.1
INV531456,GFT012,Premium hamper box,Packaging,7,2025-10-01 03:58:13,22.21,0.2,5.29,10063.0,United Kingdom,Marketplace,129.67
INV531033,GFT009,Decorative pillow cover,Home decor,8,2025-10-01 06:24:53,11.66,0.0,4.55,10767.0,United Kingdom,Organic,97.83
INV531033,GFT013,Scented wax melts,Home fragrance,5,2025-10-01 06:24:53,4.96,0.0,4.04,10767.0,United Kingdom,Email,28.84
INV530815,GFT014,Desk calendar,Stationery,8,2025-10-01 21:20:07,12.24,0.0,3.83,10376.0,United Kingdom,Email,101.75
INV530815,GFT012,Premium hamper box,Packaging,12,2025-10-01 21:20:07,17.32,0.2,5.53,10376.0,United Kingdom,Marketplace,171.8
INV530849,GFT019,Porcelain plate,Kitchen,5,2025-10-01 22:46:56,11.89,0.0,4.02,10026.0,United Kingdom,Referral,63.47
INV530849,GFT016,Kitchen apron,Kitchen,6,2025-10-01 22:46:56,13.6,0.05,5.68,10026.0,United Kingdom,Organic,83.2
INV530849,GFT001,Decorative candle set,Home decor,7,2025-10-01 22:46:56,7.53,0.0,3.7,10026.0,United Kingdom,Email,56.41
INV530849,GFT008,Notebook botanical,Stationery,5,2025-10-01 22:46:56,5.86,0.0,3.44,10026.0,United Kingdom,Ads,32.74
INV530849,GFT018,Holiday light string,Seasonal,8,2025-10-01 22:46:56,16.7,0.0,4.31,10026.0,United Kingdom,Ads,137.91
INV530743,GFT006,Gift bag medium,Packaging,8,2025-10-02 04:59:34,1.1,0.15,4.57,10628.0,Italy,Ads,12.05
INV530743,GFT002,Ceramic mug floral,Kitchen,6,2025-10-02 04:59:34,5.7,0.1,3.46,10628.0,Italy,Ads,34.24
INV530743,GFT014,Desk calendar,Stationery,12,2025-10-02 04:59:34,11.03,0.05,5.64,10628.0,Italy,Ads,131.38
INV530743,GFT019,Porcelain plate,Kitchen,-4,2025-10-02 04:59:34,11.57,0.05,5.03,10628.0,Italy,Marketplace,-38.94
INV530743,GFT003,Handmade greeting card,Stationery,10,2025-10-02 04:59:34,2.12,0.15,3.08,10628.0,Italy,Email,21.1
INV530901,GFT019,Porcelain plate,Kitchen,7,2025-10-03 13:09:27,12.33,0.0,3.05,,France,Ads,89.36
INV530901,GFT017,Ribbon roll,Packaging,13,2025-10-03 13:09:27,2.16,0.0,4.9,10183.0,France,Email,32.98
INV530901,GFT012,Premium hamper box,Packaging,13,2025-10-03 13:09:27,17.27,0.05,5.05,10183.0,France,Organic,218.33
INV530901,GFT004,Vintage photo frame,Home decor,5,2025-10-03 13:09:27,12.52,0.05,4.58,10183.0,France,Email,64.05
INV530901,GFT018,Holiday light string,Seasonal,-7,2025-10-03 13:09:27,18.04,0.0,5.16,10183.0,France,Organic,-121.12
INV530738,GFT001,Decorative candle set,Home decor,3,2025-10-03 15:09:40,8.71,0.0,2.37,10038.0,United Kingdom,Organic,28.5
INV530738,GFT011,Wooden ornament,Seasonal,13,2025-10-03 15:09:40,4.25,0.0,4.93,10038.0,United Kingdom,Marketplace,60.18
INV530738,GFT015,Mini plant pot,Home decor,188,2025-10-03 15:09:40,5.31,0.05,2.41,10038.0,United Kingdom,Marketplace,950.78
INV530738,GFT005,Tea towel cotton,Kitchen,7,2025-10-03 15:09:40,4.7,0.0,5.39,10038.0,United Kingdom,Referral,38.29
INV531694,GFT008,Notebook botanical,Stationery,9,2025-10-03 21:16:27,6.11,0.0,3.88,10377.0,Austria,Email,58.87
INV531694,GFT017,Ribbon roll,Packaging,5,2025-10-03 21:16:27,2.03,0.0,4.29,,Austria,Organic,14.44
INV531694,GFT011,Wooden ornament,Seasonal,-6,2025-10-03 21:16:27,3.39,0.0,4.92,10377.0,Austria,Email,-15.42
INV531694,GFT001,Decorative candle set,Home decor,7,2025-10-03 21:16:27,7.89,0.0,3.4,10377.0,Austria,Organic,58.63
INV531421,GFT006,Gift bag medium,Packaging,10,2025-10-04 01:04:30,1.06,0.05,2.43,10589.0,United Kingdom,Marketplace,12.5
INV531421,GFT007,Aroma diffuser,Home fragrance,6,2025-10-04 01:04:30,16.86,0.1,3.29,10589.0,United Kingdom,Organic,94.33
INV531421,GFT002,Ceramic mug floral,Kitchen,7,2025-10-04 01:04:30,5.76,0.1,5.23,10589.0,United Kingdom,Ads,41.52
INV531421,GFT003,Handmade greeting card,Stationery,8,2025-10-04 01:04:30,2.32,0.0,3.31,10589.0,United Kingdom,Organic,21.87
INV531421,GFT019,Porcelain plate,Kitchen,4,2025-10-04 01:04:30,10.06,0.05,6.48,10589.0,United Kingdom,Marketplace,44.71
INV530437,GFT016,Kitchen apron,Kitchen,5,2025-10-05 04:10:02,16.26,0.0,4.82,10259.0,United Kingdom,Ads,86.12
INV530437,GFT004,Vintage photo frame,Home decor,9,2025-10-05 04:10:02,12.63,0.0,4.9,10259.0,United Kingdom,Organic,118.57
INV530437,GFT001,Decorative candle set,Home decor,7,2025-10-05 04:10:02,6.57,0.0,3.21,10259.0,United Kingdom,Organic,49.2
INV530437,GFT003,Handmade greeting card,Stationery,8,2025-10-05 04:10:02,2.72,0.0,4.18,10259.0,United Kingdom,Referral,25.94
INV530437,GFT007,Aroma diffuser,Home fragrance,10,2025-10-05 04:10:02,21.1,0.0,6.23,10259.0,United Kingdom,Organic,217.23
INV530847,GFT012,Premium hamper box,Packaging,13,2025-10-05 19:11:00,15.4,0.05,4.8,10333.0,United Kingdom,Email,194.99
INV530847,GFT015,Mini plant pot,Home decor,6,2025-10-05 19:11:00,6.81,0.1,6.13,10333.0,United Kingdom,Ads,42.9
INV530847,GFT016,Kitchen apron,Kitchen,6,2025-10-05 19:11:00,14.16,0.1,4.56,10333.0,United Kingdom,Referral,81.02
INV531561,GFT006,Gift bag medium,Packaging,193,2025-10-05 23:44:38,0.99,0.05,7.12,10148.0,Australia,Marketplace,188.64
INV531561,GFT013,Scented wax melts,Home fragrance,9,2025-10-05 23:44:38,4.54,0.0,5.62,10148.0,Australia,Ads,46.48
INV531561,GFT017,Ribbon roll,Packaging,3,2025-10-05 23:44:38,1.91,0.05,4.69,,Australia,Ads,10.13
INV531561,GFT011,Wooden ornament,Seasonal,9,2025-10-05 23:44:38,2.93,0.1,5.07,10148.0,Australia,Organic,28.8
INV531561,GFT018,Holiday light string,Seasonal,10,2025-10-05 23:44:38,14.36,0.0,5.1,,Australia,Ads,148.7
INV531312,GFT013,Scented wax melts,Home fragrance,11,2025-10-06 01:21:55,3.56,0.0,6.23,10436.0,Germany,Email,45.39
INV531312,GFT016,Kitchen apron,Kitchen,13,2025-10-06 01:21:55,10.05,0.1,4.81,10436.0,Germany,Organic,122.4
INV531312,GFT020,Room spray lavender,Home fragrance,7,2025-10-06 01:21:55,6.69,0.0,3.84,10436.0,Germany,Organic,50.67
INV531312,GFT004,Vintage photo frame,Home decor,18,2025-10-06 01:21:55,14.27,0.1,3.63,10436.0,Germany,Email,234.8
INV531651,GFT013,Scented wax melts,Home fragrance,9,2025-10-06 10:42:10,5.59,0.1,5.26,10595.0,United Kingdom,Organic,50.54
INV530607,GFT017,Ribbon roll,Packaging,7,2025-10-07 03:09:16,2.07,0.0,6.57,10293.0,Belgium,Marketplace,21.06
INV530607,GFT001,Decorative candle set,Home decor,5,2025-10-07 03:09:16,9.95,0.0,3.15,,Belgium,Marketplace,52.9
INV530607,GFT010,Glass storage jar,Kitchen,4,2025-10-07 03:09:16,7.97,0.15,5.88,10293.0,Belgium,Email,32.98
INV531226,GFT020,Room spray lavender,Home fragrance,8,2025-10-07 06:11:55,6.77,0.0,4.79,10361.0,United Kingdom,Organic,58.95
INV531226,GFT015,Mini plant pot,Home decor,5,2025-10-07 06:11:55,7.26,0.0,4.54,10361.0,United Kingdom,Organic,40.84
INV531226,GFT012,Premium hamper box,Packaging,7,2025-10-07 06:11:55,17.49,0.1,4.16,10361.0,United Kingdom,Organic,114.35
INV531226,GFT010,Glass storage jar,Kitchen,7,2025-10-07 06:11:55,9.0,0.1,4.33,10361.0,United Kingdom,Email,61.03
INV531026,GFT007,Aroma diffuser,Home fragrance,8,2025-10-07 10:14:55,15.56,0.0,5.05,10446.0,EIRE,Referral,129.53
INV531026,GFT005,Tea towel cotton,Kitchen,6,2025-10-07 10:14:55,4.12,0.0,4.27,10446.0,EIRE,Organic,28.99
INV531749,GFT015,Mini plant pot,Home decor,3,2025-10-08 07:00:24,7.2,0.0,3.25,10236.0,EIRE,Organic,24.85
INV531749,GFT007,Aroma diffuser,Home fragrance,6,2025-10-08 07:00:24,15.47,0.0,4.37,10236.0,EIRE,Email,97.19
INV530295,GFT015,Mini plant pot,Home decor,7,2025-10-08 11:28:54,8.28,0.05,4.7,10155.0,Austria,Organic,59.76
INV530857,GFT010,Glass storage jar,Kitchen,7,2025-10-10 06:39:32,9.2,0.0,1.89,10616.0,France,Ads,66.29
INV530857,GFT020,Room spray lavender,Home fragrance,8,2025-10-10 06:39:32,6.98,0.0,3.97,10616.0,France,Marketplace,59.81
INV530857,GFT002,Ceramic mug floral,Kitchen,10,2025-10-10 06:39:32,5.5,0.05,5.58,10616.0,France,Referral,57.83
INV530857,GFT009,Decorative pillow cover,Home decor,4,2025-10-10 06:39:32,10.8,0.0,6.33,10616.0,France,Ads,49.53
INV530857,GFT001,Decorative candle set,Home decor,7,2025-10-10 06:39:32,8.13,0.0,6.21,10616.0,France,Ads,63.12
INV531451,GFT001,Decorative candle set,Home decor,4,2025-10-10 17:37:19,10.05,0.0,4.32,10706.0,United Kingdom,Ads,44.52
INV531451,GFT008,Notebook botanical,Stationery,8,2025-10-10 17:37:19,4.65,0.0,3.22,10706.0,United Kingdom,Ads,40.42
INV530785,GFT016,Kitchen apron,Kitchen,6,2025-10-10 22:02:18,13.54,0.0,5.38,10774.0,Germany,Email,86.62
INV530785,GFT020,Room spray lavender,Home fragrance,6,2025-10-10 22:02:18,7.58,0.0,3.34,10774.0,Germany,Organic,48.82
INV530785,GFT005,Tea towel cotton,Kitchen,8,2025-10-10 22:02:18,3.91,0.0,4.82,10774.0,Germany,Organic,36.1
INV531832,GFT017,Ribbon roll,Packaging,8,2025-10-12 01:48:00,1.8,0.05,6.1,10716.0,Germany,Ads,19.78
INV531832,GFT019,Porcelain plate,Kitchen,4,2025-10-12 01:48:00,11.31,0.1,3.42,10716.0,Germany,Email,44.14
INV531832,GFT016,Kitchen apron,Kitchen,9,2025-10-12 01:48:00,12.73,0.0,5.44,10716.0,Germany,Marketplace,120.01
INV531832,GFT007,Aroma diffuser,Home fragrance,5,2025-10-12 01:48:00,18.12,0.0,7.18,10716.0,Germany,Organic,97.78
INV531832,GFT001,Decorative candle set,Home decor,7,2025-10-12 01:48:00,8.86,0.0,3.24,10716.0,Germany,Referral,65.26
INV530218,GFT010,Glass storage jar,Kitchen,11,2025-10-12 12:53:57,10.69,0.15,3.43,10104.0,United Kingdom,Ads,103.38
INV530218,GFT013,Scented wax melts,Home fragrance,197,2025-10-12 12:53:57,25.73,0.15,5.23,10104.0,United Kingdom,Organic,4313.72
INV530084,GFT019,Porcelain plate,Kitchen,10,2025-10-12 18:08:07,11.42,0.1,4.42,10110.0,United Kingdom,Ads,107.2
INV530084,GFT003,Handmade greeting card,Stationery,9,2025-10-12 18:08:07,2.02,0.0,5.79,10110.0,United Kingdom,Email,23.97
INV530084,GFT004,Vintage photo frame,Home decor,9,2025-10-12 18:08:07,11.72,0.0,1.44,,United Kingdom,Organic,106.92
INV531638,GFT020,Room spray lavender,Home fragrance,9,2025-10-13 06:26:05,7.34,0.0,5.17,10477.0,United Kingdom,Ads,71.23
INV530316,GFT011,Wooden ornament,Seasonal,7,2025-10-13 13:36:45,3.58,0.0,3.57,10078.0,United Kingdom,Referral,28.63
INV530316,GFT006,Gift bag medium,Packaging,3,2025-10-13 13:36:45,0.96,0.0,5.41,10078.0,United Kingdom,Organic,8.29
INV531526,GFT015,Mini plant pot,Home decor,7,2025-10-13 20:49:13,7.1,0.1,6.21,10655.0,United Kingdom,Organic,50.94
INV531526,GFT007,Aroma diffuser,Home fragrance,8,2025-10-13 20:49:13,18.34,0.1,3.01,10655.0,United Kingdom,Email,135.06
INV531526,GFT001,Decorative candle set,Home decor,16,2025-10-13 20:49:13,7.8,0.0,6.21,10655.0,United Kingdom,Organic,131.01
INV531526,GFT016,Kitchen apron,Kitchen,6,2025-10-13 20:49:13,11.46,0.0,4.08,10655.0,United Kingdom,Email,72.84
